Date,Price,Open,High,Low,Change %
8/9/2021,110.14,108.12,110.68,106.22,0.92%
8/6/2021,109.14,102.15,109.16,101.42,6.84%
8/5/2021,102.15,99.49,102.52,98.08,2.67%
8/4/2021,99.49,100,102.75,96.17,-0.51%
8/3/2021,100,100.31,101.7,98.21,-0.31%
8/2/2021,100.31,104.61,105.82,97.54,-3.19%
7/30/2021,103.61,106.08,106.08,103.22,-2.33%
7/29/2021,106.08,103.08,107.33,102.49,2.91%
7/28/2021,103.08,103.03,106.35,102.08,0.05%
7/27/2021,103.03,109.69,109.69,101.84,-6.07%
7/26/2021,109.69,107.96,109.85,102.38,1.60%
7/23/2021,107.96,107.31,110.77,104.26,0.61%
7/22/2021,107.31,108.02,110.32,103.18,-0.66%
7/21/2021,108.02,101.86,109.8,99.44,6.05%
7/20/2021,101.86,97.78,102.63,93.65,4.17%
7/19/2021,97.78,107.12,107.72,96.27,-8.72%
7/16/2021,107.12,107.18,110.02,106.28,-0.06%
7/15/2021,107.18,112.25,112.25,106.51,-4.52%
7/14/2021,112.25,116.18,116.89,111.89,-3.38%
7/13/2021,116.18,113.95,116.55,108.81,1.96%
7/12/2021,113.95,114.49,114.49,111.72,-0.47%
7/9/2021,114.49,109.65,114.63,109.65,4.41%
7/8/2021,109.65,110.32,110.52,104.4,-0.61%
7/7/2021,110.32,112.99,113.99,107.46,-2.36%
7/6/2021,112.99,118.96,120.88,112.4,-5.02%
7/5/2021,118.96,118.96,118.96,118.96,0.00%
7/2/2021,118.96,120.31,121.41,117.24,-1.12%
7/1/2021,120.31,121.38,122.71,119.95,-0.88%
6/30/2021,121.38,122.07,123.07,118.36,-0.57%
6/29/2021,122.07,122.36,124.85,121.56,-0.24%
6/28/2021,122.36,125.43,126.48,121.18,-2.45%
6/25/2021,125.43,122.7,127.28,120.97,2.22%
6/24/2021,122.7,121.94,123.16,121.2,0.62%
6/23/2021,121.94,123.48,124.16,120.58,-1.25%
6/22/2021,123.48,123.74,126.73,121.01,-0.21%
6/21/2021,123.74,118.93,123.91,109.08,4.04%
6/18/2021,118.93,129.58,130.56,116.91,-8.22%
6/17/2021,129.58,136.99,137.55,125.72,-5.41%
6/16/2021,136.99,132.22,137.95,131.36,3.61%
6/15/2021,132.22,133.46,134.58,131.97,-0.93%
6/14/2021,133.46,130.28,134,129.73,2.44%
6/11/2021,130.28,128.83,131.78,127.96,1.13%
6/10/2021,128.83,133.41,137.05,128.32,-3.43%
6/9/2021,133.41,138.17,138.17,132.2,-3.45%
6/8/2021,138.17,141.03,141.54,135.86,-2.03%
6/7/2021,141.03,140.64,142.79,140.44,0.28%
6/4/2021,140.64,146.49,147.69,140.27,-3.99%
6/3/2021,146.49,144.09,147.19,143.35,1.67%
6/2/2021,144.09,145.59,146.93,143.75,-1.03%
6/1/2021,145.59,143.84,148.86,143.63,1.22%
5/31/2021,143.84,143.84,143.84,143.84,0.00%
5/28/2021,143.84,145.79,147.13,143.33,-1.34%
5/27/2021,145.79,143.06,147.11,142.06,1.91%
5/26/2021,143.06,141.34,143.25,140.07,1.22%
5/25/2021,141.34,144.99,145.46,140.7,-2.52%
5/24/2021,144.99,146.46,146.82,144.1,-1.00%
5/21/2021,146.46,147.95,148.8,145.78,-1.01%
5/20/2021,147.95,151.53,151.87,147.38,-2.36%
5/19/2021,151.53,148.75,153.06,147.11,1.87%
5/18/2021,148.75,149.34,150.11,147.19,-0.53%
5/17/2021,149.54,148.45,149.54,145.81,0.73%
5/14/2021,148.45,150.05,150.53,146.83,-1.07%
5/13/2021,150.05,152.48,153.89,148.99,-1.59%
5/12/2021,152.48,145.91,153.2,144.67,4.50%
5/11/2021,145.91,144.72,147,142.97,0.82%
5/10/2021,144.72,143.03,145.51,140.89,1.18%
5/7/2021,143.03,141.13,143.74,132.35,1.35%
5/6/2021,141.13,141.49,143.25,139.71,-0.25%
5/5/2021,141.49,142.65,145.81,141.16,-0.81%
5/4/2021,142.65,143.52,145.26,139.5,-0.61%
5/3/2021,143.52,146.18,148.85,141.42,-1.82%
4/30/2021,146.18,147.56,149.14,145.47,-0.94%
4/29/2021,147.56,144.15,151.38,144.15,2.37%
4/28/2021,144.15,144.16,147.75,143.23,-0.01%
4/27/2021,144.16,139.7,144.54,136.11,3.19%
4/26/2021,139.7,139.82,143.13,138.99,-0.09%
4/23/2021,139.82,138.85,142.14,137.84,0.70%
4/22/2021,138.85,140.81,143.03,138.22,-1.39%
4/21/2021,140.81,141.1,142.88,140.28,-0.21%
4/20/2021,141.1,144.7,146.83,140.02,-2.49%
4/19/2021,144.7,142.54,144.88,139.06,1.52%
4/16/2021,142.54,141.14,143.25,138.69,0.99%
4/15/2021,141.14,146.93,148.17,136.98,-3.94%
4/14/2021,146.93,145.71,148.34,144.85,0.84%
4/13/2021,145.71,149.87,152.86,145.36,-2.78%
4/12/2021,149.87,150.15,151.49,148.73,-0.19%
4/9/2021,150.15,147.36,152.26,146.66,1.89%
4/8/2021,147.36,152.27,152.47,146.66,-3.22%
4/7/2021,152.27,149.35,152.27,146.94,1.96%
4/6/2021,149.35,153.52,154.25,148.83,-2.72%
4/5/2021,153.52,154.84,155.68,148.76,0.69%
4/2/2021,152.47,150.93,154.27,149.41,1.02%
4/1/2021,150.93,158,158.91,150.57,-4.47%
3/31/2021,158,155.79,159.14,155.24,1.42%
3/30/2021,155.79,157.26,161.8,155.62,-0.93%
3/29/2021,157.26,153.18,157.95,149.89,2.66%
3/26/2021,153.18,149.27,153.94,148.04,2.62%
3/25/2021,149.27,146.15,149.8,144.46,2.13%
3/24/2021,146.15,147.33,150.06,144.28,-0.80%
3/23/2021,147.33,154.15,154.86,146.8,-4.42%
3/22/2021,154.15,157.49,157.49,151.96,-2.12%
3/19/2021,157.49,154.75,158.84,151.44,1.77%
3/18/2021,154.75,150.74,160.15,149.58,2.66%
3/17/2021,150.74,146.67,153.17,146.32,2.63%
3/16/2021,146.87,145.08,147.6,141.4,1.23%
3/15/2021,145.08,147.39,148.42,144.23,-1.57%
3/12/2021,147.39,139.06,148.42,138.71,5.99%
3/11/2021,139.06,136.47,139.93,132.8,1.90%
3/10/2021,136.47,136.36,140,134.74,0.08%
3/9/2021,136.36,143.66,143.66,136.02,-5.08%
3/8/2021,143.66,143.4,146.28,142.36,0.18%
3/5/2021,143.4,140.86,147.11,139.37,1.80%
3/4/2021,140.86,133.98,142.43,130.74,5.14%
3/3/2021,133.98,127.35,135.39,127.15,5.21%
3/2/2021,127.35,130.27,132.25,126.5,-2.24%
3/1/2021,130.27,127.6,132.8,125.99,2.09%
2/26/2021,127.6,134.89,137.47,125.06,-5.40%
2/25/2021,134.89,124.55,141.34,124.35,8.30%
2/24/2021,124.55,123.07,130.48,121.42,1.20%
2/23/2021,123.07,125.21,127.66,122.7,-1.71%
2/22/2021,125.21,122.93,128.37,121.33,1.85%
2/19/2021,122.93,118.67,125.13,117.19,3.59%
2/18/2021,118.67,117.15,120.29,114.83,1.30%
2/17/2021,117.15,118.6,121,115.42,-1.22%
2/16/2021,118.6,109.72,119.45,109.72,8.09%
2/15/2021,109.72,109.72,109.72,109.72,0.00%
2/12/2021,109.72,105.41,110.22,103.89,4.09%
2/11/2021,105.41,101.14,105.74,98.28,4.22%
2/10/2021,101.14,104.14,105.7,100.79,-2.88%
2/9/2021,104.14,106.08,106.08,102.3,-1.83%
2/8/2021,106.08,106.18,109.09,103.92,-0.09%
2/5/2021,106.18,102.09,107.27,101.45,4.01%
2/4/2021,102.09,101.66,104.27,101.18,0.42%
2/3/2021,101.66,97.97,102.35,97.97,3.77%
2/2/2021,97.97,96.61,100.19,96.13,1.41%
2/1/2021,96.61,95.76,97.8,92.33,0.89%
1/29/2021,95.76,92.89,98.24,91.89,3.09%
1/28/2021,92.89,89.19,94.74,87.3,4.15%
1/27/2021,89.19,90.83,92.53,88.35,-1.81%
1/26/2021,90.83,91.03,92.86,89.57,-0.22%
1/25/2021,91.03,95.88,97.59,90.69,-5.06%
1/22/2021,95.88,98.25,98.93,95.6,-2.41%
1/21/2021,98.25,94.61,99.01,94.24,3.85%
1/20/2021,94.61,95.73,96.89,94.44,-1.17%
1/19/2021,95.73,95.02,97.82,95.02,0.75%
1/18/2021,95.02,95.02,95.02,95.02,0.00%
1/15/2021,95.02,98.25,98.65,94.51,-3.29%
1/14/2021,98.25,94.5,98.9,92.8,3.97%
1/13/2021,94.5,98.04,98.16,92.26,-3.61%
1/12/2021,98.04,99.37,103.46,97.84,-1.34%
1/11/2021,99.37,98.01,100.08,96.26,1.39%
1/8/2021,98.01,93.87,98.49,92.74,4.41%
1/7/2021,93.87,89.84,94.54,88.86,4.49%
1/6/2021,89.84,83.02,91.36,81.85,8.21%
1/5/2021,83.02,79.74,84.08,79.37,3.85%
1/4/2021,79.94,78.98,82.85,78.78,0.96%
1/1/2021,79.18,79.18,79.18,79.18,0.00%
12/31/2020,79.18,79.98,80.98,78.68,-1.00%
12/30/2020,79.98,80.72,82.2,79.44,-1.16%
12/29/2020,80.92,79.05,82.14,79.05,1.35%
12/28/2020,79.84,80.17,83.23,79.84,-0.41%
12/25/2020,80.17,80.17,80.17,80.17,0.00%
12/24/2020,80.17,82,83.2,79.88,-2.47%
12/23/2020,82.2,80.08,84.66,78.45,2.65%
12/22/2020,80.08,81.33,81.69,79.25,-1.54%
12/21/2020,81.33,81.99,82.13,76.87,-0.80%
12/18/2020,81.99,81.19,82.99,79.04,1.23%
12/17/2020,80.99,79.7,81.59,76.72,1.36%
12/16/2020,79.9,79.07,82.61,78.11,1.05%
12/15/2020,79.07,77.74,79.99,76.62,1.71%
12/14/2020,77.74,77.38,80.88,76.79,0.47%
12/11/2020,77.38,76.38,78.04,74.66,1.04%
12/10/2020,76.58,78.73,79.29,76.18,-2.48%
12/9/2020,78.53,76.48,80.28,76.48,2.16%
12/8/2020,76.87,78.13,79.16,75.07,-1.61%
12/7/2020,78.13,81.63,82.15,77.64,-4.51%
12/4/2020,81.82,75.51,82.56,74.68,8.08%
12/3/2020,75.7,77.37,78.42,74.54,-2.16%
12/2/2020,77.37,75.95,79.59,74.37,2.13%
12/1/2020,75.76,69.01,76.39,68.39,9.78%
11/30/2020,69.01,68.45,70.32,67.47,0.82%
11/27/2020,68.45,72.36,72.36,68.1,-4.63%
11/26/2020,71.77,71.77,71.77,71.77,0.00%
11/25/2020,71.77,71.91,73.39,69.54,-0.19%
11/24/2020,71.91,68.9,72.24,68.9,3.68%
11/23/2020,69.36,66.13,69.72,64.1,4.88%
11/20/2020,66.13,67.55,68.54,65.1,-1.81%
11/19/2020,67.35,69.53,69.53,66.04,-2.84%
11/18/2020,69.32,68.72,71.41,65.93,1.18%
11/17/2020,68.51,73.23,73.53,68.18,-6.19%
11/16/2020,73.03,71.12,74.64,69.63,2.11%
11/13/2020,71.52,70.27,71.92,68.48,1.49%
11/12/2020,70.47,77.11,78.69,64.42,-8.85%
11/11/2020,77.31,77.31,77.31,77.31,0.00%
11/10/2020,77.31,74.52,78.88,73.19,3.47%
11/9/2020,74.72,66.18,78.31,64.42,12.56%
11/6/2020,66.38,61.79,67.86,60.82,7.78%
11/5/2020,61.59,62.09,63.35,56.95,-0.81%
11/4/2020,62.09,72.2,76.93,60.36,-14.24%
11/3/2020,72.4,69.18,72.91,68.53,4.65%
11/2/2020,69.18,71.76,71.76,67.24,-3.33%
10/30/2020,71.56,67.72,72.07,65.08,5.67%
10/29/2020,67.72,62.22,68.56,62.22,8.84%
10/28/2020,62.22,61.99,63.07,59.93,0.37%
10/27/2020,61.99,64.96,65.46,61.82,-4.57%
10/26/2020,64.96,68.42,68.42,64.02,-5.06%
10/23/2020,68.42,70.57,71.24,67.84,-3.05%
10/22/2020,70.57,67,71.1,65.15,5.33%
10/21/2020,67,63.68,68.1,63.68,5.21%
10/20/2020,63.68,62.35,65.19,61.14,2.13%
10/19/2020,62.35,60.02,62.78,60.02,3.88%
10/16/2020,60.02,59.42,61.46,58.04,1.01%
10/15/2020,59.42,58.46,59.62,55.25,1.64%
10/14/2020,58.46,58.63,59.49,56.6,-0.29%
10/13/2020,58.63,62.01,62.41,58.09,-5.45%
10/12/2020,62.01,62.01,62.01,62.01,0.00%
10/9/2020,62.01,62.81,64.21,60.82,-1.27%
10/8/2020,62.81,62.91,63.31,61.11,-0.16%
10/7/2020,62.91,58.53,63.65,58.33,7.48%
10/6/2020,58.53,62.8,64.53,58.06,-6.80%
10/5/2020,62.8,56.93,63.5,54.62,10.31%
10/2/2020,56.93,54.85,57.09,52.62,3.79%
10/1/2020,54.85,55.31,58.25,53.87,-0.83%
9/30/2020,55.31,52.25,57.32,51.31,5.86%
9/29/2020,52.25,52.72,53.27,50.92,-0.89%
9/28/2020,52.72,52.35,53.97,51.51,0.71%
9/25/2020,52.35,52.75,54.1,51.84,-0.76%
9/24/2020,52.75,53.35,53.86,51.9,-1.12%
9/23/2020,53.35,53.2,55.18,52.16,0.28%
9/22/2020,53.2,52.84,54.22,51.82,0.68%
9/21/2020,52.84,55.42,55.42,51.15,-4.66%
9/18/2020,55.42,54.81,55.91,53.24,1.11%
9/17/2020,54.81,55.79,55.79,51.56,-1.76%
9/16/2020,55.79,53.79,55.95,51.86,3.72%
9/15/2020,53.79,53.69,54.8,52.51,0.19%
9/14/2020,53.69,53.84,54.26,51.48,-0.85%
9/11/2020,54.15,54.15,55.06,52.91,0.00%
9/10/2020,54.15,55,57.45,53.3,-1.55%
9/9/2020,55,53.75,56.17,51.67,2.33%
9/8/2020,53.75,57.29,57.72,52,-6.18%
9/7/2020,57.29,57.29,57.29,57.29,0.00%
9/4/2020,57.29,51.13,57.62,47.93,12.05%
9/3/2020,51.13,51.13,52.69,47.93,0.00%
9/2/2020,51.13,57.2,59.49,50.84,-10.61%
9/1/2020,57.2,57.2,59.49,53.25,0.00%
8/31/2020,57.2,59,61.07,55.89,7.26%
8/28/2020,53.33,53.33,62.66,50.9,0.00%
8/27/2020,53.33,53.33,59.55,50.9,0.00%
8/26/2020,53.33,53.33,56.14,50.95,0.00%
8/25/2020,53.33,49.71,54.89,48.54,7.28%
8/24/2020,49.71,48.74,50.2,47.12,-2.11%
8/21/2020,50.78,50.78,51.34,48.26,0.00%
8/20/2020,50.78,52.36,54.15,49.81,-3.02%
8/19/2020,52.36,52.36,54.15,50.33,0.00%
8/18/2020,52.36,56.07,56.56,50.95,-6.62%
8/17/2020,56.07,56.07,56.56,51.88,0.00%
8/14/2020,56.07,55.1,56.56,52.96,1.76%
8/13/2020,55.1,51.1,56.08,49.24,7.93%
8/12/2020,51.05,48.86,52.75,47.48,4.48%
8/11/2020,48.86,44.79,50.22,43.33,9.09%
8/10/2020,44.79,43.5,44.79,42.23,1.91%
8/7/2020,43.95,43.95,44.77,38.91,0.00%
8/6/2020,43.95,43.95,44.77,38.91,0.00%
8/5/2020,43.95,43.95,44.77,39.24,0.00%
8/4/2020,43.95,43.95,44.77,39.24,0.00%
8/3/2020,43.95,42.21,45.59,41.72,4.20%
7/31/2020,42.18,42.18,44.37,40.35,0.00%
7/30/2020,42.18,43.47,45.7,41.4,-2.97%
7/29/2020,43.47,43.47,45.7,42.92,0.00%
7/28/2020,43.47,46,48.25,43.18,-5.50%
7/27/2020,46,43.62,46.33,42.42,8.88%
7/24/2020,42.25,42.25,44.8,33.2,0.00%
7/23/2020,42.25,44.54,45.14,38.38,-5.14%
7/22/2020,44.54,46.04,46.25,42.61,-3.26%
7/21/2020,46.04,47.86,48.12,45.11,-3.80%
7/20/2020,47.86,47.86,48.12,45.68,-0.89%
7/17/2020,48.29,48.29,50.39,44.78,0.00%
7/16/2020,48.29,48.29,50.39,44.78,0.00%
7/15/2020,48.29,48.29,50.39,44.78,0.00%
7/14/2020,48.29,48.29,50.39,44.78,0.00%
7/13/2020,48.29,48.29,50.39,45.99,5.18%
7/10/2020,45.91,45.91,49.27,42.69,0.00%
7/9/2020,45.91,50.18,50.37,44.67,-8.51%
7/8/2020,50.18,47.75,50.8,46.8,5.09%
7/7/2020,47.75,51.56,52.88,47.09,-7.39%
7/6/2020,51.56,51.3,54.43,50.65,0.51%
7/3/2020,51.3,51.3,51.3,51.3,0.00%
7/2/2020,51.3,50.17,54.37,48.57,2.25%
7/1/2020,50.17,50.17,53.88,48.57,0.00%
6/30/2020,50.17,47.01,50.83,45.66,6.72%
6/29/2020,47.01,47.01,48.71,45.89,0.00%
6/26/2020,47.01,49.3,49.66,46.42,-4.65%
6/25/2020,49.3,48.98,49.96,47.07,0.65%
6/24/2020,48.98,52.37,53.32,48.65,-6.47%
6/23/2020,52.37,50.45,53.69,48.56,4.22%
6/22/2020,50.25,50.45,51.68,48.72,-1.45%
6/19/2020,50.99,50.99,54.38,49.78,0.00%
6/18/2020,50.99,52.54,57.94,46.06,-0.70%
6/17/2020,51.35,52.54,57.94,46.06,0.00%
6/16/2020,51.35,52.54,57.94,46.06,0.00%
6/15/2020,51.35,52.54,52.85,47.17,-24.67%
6/12/2020,68.17,68.17,71.02,45.62,0.00%
6/11/2020,68.17,68.17,71.02,45.62,0.00%
6/10/2020,68.17,68.17,71.02,55.03,0.00%
6/9/2020,68.17,68.17,71.02,59.24,0.00%
6/8/2020,68.17,68.17,71.02,64.17,23.43%
6/5/2020,55.23,54.44,72.32,54.31,0.00%
6/4/2020,55.23,54.44,63.21,54.31,0.00%
6/3/2020,55.23,50.53,57.3,47.41,9.30%
6/2/2020,50.53,50.53,52.29,47.41,0.00%
6/1/2020,50.53,48.68,51.64,46.73,3.93%
5/29/2020,48.62,48.62,54.05,38.74,0.00%
5/28/2020,48.62,48.62,54.05,38.74,0.00%
5/27/2020,48.62,48.62,54.05,38.74,0.00%
5/26/2020,48.62,48.62,52.64,48.01,0.00%
5/25/2020,48.62,48.99,49.27,48.62,-4.89%
5/22/2020,51.12,51.12,51.12,46.39,0.00%
5/21/2020,51.12,49.17,56.44,48.36,3.97%
5/20/2020,49.17,49.17,56.44,48.37,0.00%
5/19/2020,49.17,49.17,56.44,48.37,0.00%
5/18/2020,49.17,49.17,55.91,48.37,0.00%
5/15/2020,49.17,46.63,49.57,45.05,5.45%
5/14/2020,46.63,48.76,48.83,44.79,-4.37%
5/13/2020,48.76,49.83,51.97,46.02,-2.15%
5/12/2020,49.83,52.84,54.33,49.36,-5.70%
5/11/2020,52.84,52.23,54.4,51.41,1.17%
5/8/2020,52.23,49.89,54.29,48.47,4.69%
5/7/2020,49.89,52.75,53.16,48.38,-5.42%
5/6/2020,52.75,47.02,55.31,45.25,12.19%
5/5/2020,47.02,44.48,48.56,44.47,5.71%
5/4/2020,44.48,41.87,46.54,40.53,0.50%
5/1/2020,44.26,44.26,44.87,40.72,0.00%
4/30/2020,44.26,42.16,45.2,39.73,4.98%
4/29/2020,42.16,39.94,43.22,38.38,5.56%
4/28/2020,39.94,37.99,44.71,36.57,5.13%
4/27/2020,37.99,37.99,43.94,36.57,0.00%
4/24/2020,37.99,38.04,40.01,35.75,-0.13%
4/23/2020,38.04,36.14,41.83,31.17,5.26%
4/22/2020,36.14,36.14,41.83,31.17,0.00%
4/21/2020,36.14,43.63,44.17,34.36,-17.55%
4/20/2020,43.83,43.63,44.17,40.16,0.00%
4/17/2020,43.83,51.89,53.14,39.1,-15.53%
4/16/2020,51.89,51.89,53.14,39.88,0.00%
4/15/2020,51.89,51.89,53.14,41.5,0.00%
4/14/2020,51.89,51.89,53.14,49.68,0.00%
4/13/2020,51.89,49.4,52.58,47.18,5.04%
4/10/2020,49.4,49.4,49.4,49.4,0.00%
4/9/2020,49.4,37.1,54.72,34.43,33.15%
4/8/2020,37.1,37.1,51.98,34.43,0.00%
4/7/2020,37.1,37.1,49.26,34.43,0.00%
4/6/2020,37.1,37.1,41.42,34.43,0.00%
4/3/2020,37.1,38.04,39.13,33.9,-2.47%
4/2/2020,38.04,35.7,41.1,33.44,6.55%
4/1/2020,35.7,41.14,43.11,33.05,-13.22%
3/31/2020,41.14,49.17,50.45,40.56,-16.33%
3/30/2020,49.17,42.38,49.8,35,16.02%
3/27/2020,42.38,54.45,55.01,41.88,-22.17%
3/26/2020,54.45,52.27,55.41,39.66,4.17%
3/25/2020,52.27,43.44,54.02,41.56,20.33%
3/24/2020,43.44,43.44,52.57,41.56,0.00%
3/23/2020,43.44,55.19,61.2,39.96,-21.29%
3/20/2020,55.19,63.37,75.98,48.97,-12.91%
3/19/2020,63.37,63.37,75.98,56.1,0.00%
3/18/2020,63.37,56.52,77.48,52.78,12.12%
3/17/2020,56.52,35.7,58.75,26.74,58.32%
3/16/2020,35.7,46.5,49.05,13.65,-23.23%
3/13/2020,46.5,24.9,49.74,18.17,86.75%
3/12/2020,24.9,24.9,40.23,18.17,0.00%
3/11/2020,24.9,24.9,36.64,18.17,0.00%
3/10/2020,24.9,14.61,29.03,10.42,70.43%
3/9/2020,14.61,26.16,42.63,2.24,-44.15%
3/6/2020,26.16,31.2,33.3,19.59,-16.69%
3/5/2020,31.4,36.16,37.47,30.68,-13.16%
3/4/2020,36.16,29.63,36.96,24.06,22.04%
3/3/2020,29.63,25.51,32.96,24.32,16.15%
3/2/2020,25.51,23.09,34.52,11.47,82.08%
2/28/2020,14.01,14.01,27.39,6.81,0.00%
2/27/2020,14.01,14.01,20.84,6.81,0.00%
2/26/2020,14.01,14.01,18.06,6.81,0.00%
2/25/2020,14.01,14.01,14.87,6.81,0.00%
2/24/2020,14.01,14.01,14.87,6.81,0.00%
2/21/2020,14.01,14.01,14.87,10.07,0.00%
2/20/2020,14.01,14.01,14.87,11.78,0.00%
2/19/2020,14.01,14.4,15.11,13.03,-2.71%
2/18/2020,14.4,15.67,15.76,12.91,-8.10%
2/17/2020,15.67,15.85,15.85,14.71,-17.22%
2/14/2020,18.93,18.93,19.14,14.76,0.00%
2/13/2020,18.93,18.93,19.14,16.6,0.00%
2/12/2020,18.93,17.51,19.36,16.76,8.11%
2/11/2020,17.51,17.61,18.01,15.17,-0.57%
2/10/2020,17.61,17.89,18.81,15.68,-1.57%
2/7/2020,17.89,20.43,21.35,15.42,-12.43%
2/6/2020,20.43,20.43,21.35,18.8,0.00%
2/5/2020,20.43,18.58,21.15,17.35,9.96%
2/4/2020,18.58,16.68,19.13,15.83,11.39%
2/3/2020,16.68,18.43,19.93,16.17,-9.50%
1/31/2020,18.43,17.43,19.19,15.71,5.74%
1/30/2020,17.43,16.6,17.6,15.2,5.00%
1/29/2020,16.6,19.12,19.92,15.96,-13.18%
1/28/2020,19.12,16.44,19.38,12.51,16.30%
1/27/2020,16.44,18.92,19.95,13.71,-13.11%
1/24/2020,18.92,23.9,23.9,18.38,-20.84%
1/23/2020,23.9,23.9,23.9,21.04,0.00%
1/22/2020,23.9,25.78,26.25,23.07,-7.29%
1/21/2020,25.78,25.78,26.25,23.07,0.00%
1/20/2020,25.78,25.63,27.67,25.63,0.00%
1/17/2020,25.78,22.09,27.45,21.81,14.58%
1/16/2020,22.5,22.09,24.34,21.81,0.00%
1/15/2020,22.5,25.76,26.52,21.8,-12.66%
1/14/2020,25.76,25.76,26.52,23.3,0.00%
1/13/2020,25.76,24.77,27.41,24.6,4.00%
1/10/2020,24.77,27.23,28.03,24.36,-9.03%
1/9/2020,27.23,28.74,29.7,26.79,-5.25%
1/8/2020,28.74,27.06,29.55,23.55,6.21%
1/7/2020,27.06,26.07,28.03,25.22,3.80%
1/6/2020,26.07,25.9,26.59,22.77,0.66%
1/3/2020,25.9,30.44,30.44,25.22,-14.91%
1/2/2020,30.44,34.65,35.57,29.73,-12.15%
1/1/2020,34.65,35.03,35.12,35.03,0.00%
12/31/2019,34.65,31.28,35.61,29.28,10.77%
12/30/2019,31.28,28.8,33.88,27.66,8.61%
12/27/2019,28.8,27.24,29,23.45,5.73%
12/26/2019,27.24,27.24,28.17,23.45,0.00%
12/25/2019,27.24,27.63,27.99,27.01,-4.62%
12/24/2019,28.56,28.56,28.56,25.51,0.00%
12/23/2019,28.56,28.56,28.56,26.06,0.00%
12/20/2019,28.56,28.76,31,27.38,0.00%
12/19/2019,28.56,28.76,31,27.38,0.00%
12/18/2019,28.56,23.92,29.4,22.54,19.40%
12/17/2019,23.92,23.92,26,22.54,0.00%
12/16/2019,23.92,21.48,24.8,18.06,11.36%
12/13/2019,21.48,22.96,26.36,20.93,-6.45%
12/12/2019,22.96,17.6,25.59,17.2,30.45%
12/11/2019,17.6,18.62,19.05,16.05,-5.48%
12/10/2019,18.62,19.99,20.74,17.57,-6.85%
12/9/2019,19.99,22.25,22.25,19.16,-10.16%
12/6/2019,22.25,19.77,22.64,17.38,12.54%
12/5/2019,19.77,19.77,21.8,18.46,0.00%
12/4/2019,19.77,21.66,22.9,16.45,-8.73%
12/3/2019,21.66,21.66,22.9,16.45,0.00%
12/2/2019,21.66,16.05,22.22,16.05,55.27%
11/29/2019,13.95,13.95,17.73,13.12,0.00%
11/28/2019,13.95,14.23,15.07,14.01,0.00%
11/27/2019,13.95,14.98,16.18,13.5,-6.88%
11/26/2019,14.98,13.87,16.27,13.87,8.00%
11/25/2019,13.87,14.33,15.53,13.24,-3.21%
11/22/2019,14.33,16.53,17.22,13.32,-13.31%
11/21/2019,16.53,16.3,18.07,15.3,1.41%
11/20/2019,16.3,18.41,18.82,15.01,-11.46%
11/19/2019,18.41,21.34,21.41,17.93,-13.73%
11/18/2019,21.34,22,22.54,20.48,-3.00%
11/15/2019,22,22.9,24.14,20.69,-3.93%
11/14/2019,22.9,24.33,24.94,21.45,-5.88%
11/13/2019,24.33,26.37,26.75,22.9,-7.74%
11/12/2019,26.37,26.31,27.41,21.58,0.23%
11/11/2019,26.31,24.42,25.32,24.24,0.00%
11/8/2019,26.31,24.83,27.07,21.48,5.96%
11/7/2019,24.83,21.57,26.42,18.61,15.11%
11/6/2019,21.57,23.23,24.11,20.1,-7.15%
11/5/2019,23.23,19.05,23.59,18.88,21.94%
11/4/2019,19.05,15.8,20.01,15.24,20.57%
11/1/2019,15.8,19.34,19.34,13.95,-18.30%
10/31/2019,19.34,19.34,19.34,14.07,0.00%
10/30/2019,19.34,19.34,19.34,14.68,0.00%
10/29/2019,19.34,17.18,20.5,16.76,11.02%
10/28/2019,17.42,17.18,20.38,16.76,-7.24%
10/25/2019,18.78,18.78,18.78,16.23,0.00%
10/24/2019,18.78,17.83,19.03,16.55,5.33%
10/23/2019,17.83,16.53,19.1,14.53,7.86%
10/22/2019,16.53,17.24,19.44,15.69,-4.12%
10/21/2019,17.24,17.24,19.44,16.76,18.81%
10/18/2019,14.51,14.51,17.97,13.27,0.00%
10/17/2019,14.51,14.51,16.68,13.27,0.00%
10/16/2019,14.51,14.51,16.3,13.27,0.00%
10/15/2019,14.51,13.5,15.26,10.8,7.48%
10/14/2019,13.5,11.79,12.48,11.76,10.93%
10/11/2019,12.17,12.37,16.84,11.02,0.00%
10/10/2019,12.17,10.31,14.46,8.03,18.04%
10/9/2019,10.31,10.31,14.11,9.99,0.00%
10/8/2019,10.31,9.53,11.79,7,8.18%
10/7/2019,9.53,12.17,13.45,8.16,-21.69%
10/4/2019,12.17,13.83,14.7,9.19,-13.26%
10/3/2019,14.03,11.52,16.09,10.29,21.79%
10/2/2019,11.52,9.16,11.92,8.19,25.76%
10/1/2019,9.16,4.06,9.68,3.86,125.62%
9/30/2019,4.06,4.78,6.28,3.69,12.47%
9/27/2019,3.61,3.61,6.19,2.95,0.00%
9/26/2019,3.61,5.39,5.39,2.16,-33.02%
9/25/2019,5.39,2.13,5.64,1.95,153.05%
9/24/2019,2.13,4.03,4.28,0.76,-44.24%
9/23/2019,3.82,3.26,5.17,1.53,17.18%
9/20/2019,3.26,4.18,5.47,1.96,-22.01%
9/19/2019,4.18,3.38,4.88,1.06,23.67%
9/18/2019,3.38,7.73,8.44,2.14,-56.27%
